,name,address,EVC_rapid,EVC_regular,category,lonlat
4285,モビリティ東京　府中の森店,東京都府中市天神町４－１９－１,0,1,自動車ディーラー,"[139.494843, 35.683784]"
4286,モビリティ東京　府中西原町店,東京都府中市西原町１－８,1,1,自動車ディーラー,"[139.460342, 35.683201]"
4287,モビリティ東京　府中若松町店,東京都府中市若松町２－１１－３,0,1,自動車ディーラー,"[139.498398, 35.672432]"
4288,モビリティ東京　府中白糸台店,東京都府中市白糸台１－４０－２,0,1,自動車ディーラー,"[139.505905, 35.67041]"
4289,ニトリ　府中店,東京都府中市若松町２－２４－１,0,3,大規模小売店舗,"[139.500992, 35.670738]"
4290,昭島市役所,東京都昭島市田中町一丁目１７番１号,1,0,自治体施設,"[139.354507, 35.705971]"
4291,トヨタＳ＆Ｄ西東京　レクサス昭和の森,東京都昭島市拝島町３９７５－１,1,0,自動車ディーラー,"[139.357803, 35.714996]"
4292,ミニストップ　昭島緑町３丁目店,東京都昭島市緑町３－４－１７,1,0,コンビニエンスストア,"[139.348984, 35.706467]"
4293,セブンイレブン昭島福島町１丁目店,東京都昭島市福島町１－２２－１１,1,0,コンビニエンスストア,"[139.381851, 35.695423]"
4294,日産東京販売昭島店,東京都昭島市昭和町１丁目２－１２,1,0,自動車ディーラー,"[139.368637, 35.709648]"
4295,日産東京販売拝島橋店,東京都昭島市田中町４丁目１－１,2,0,自動車ディーラー,"[139.347809, 35.700417]"
4296,メルセデス・ベンツ多摩昭島,東京都昭島市中神２－２１－７,2,0,自動車ディーラー,"[139.373001, 35.697002]"
4297,イトーヨーカドー拝島店,東京都昭島市松原町３－２－１２,0,31,大規模小売店舗,"[139.347794, 35.714825]"
4298,トヨタＳ＆Ｄ西東京　昭島店,東京都昭島市田中町２－２７－１３,0,1,自動車ディーラー,"[139.349335, 35.703785]"
4299,トヨタＳ＆Ｄ西東京　昭和の森店,東京都昭島市田中町６１０－３,0,1,自動車ディーラー,"[139.359802, 35.714607]"
4300,モビリティ東京　昭和の森店,東京都昭島市つつじヶ丘１－１－３３,0,1,自動車ディーラー,"[139.372681, 35.720757]"
4301,モビリティ東京　昭島店,東京都昭島市中神町３―８―２３,0,1,自動車ディーラー,"[139.373001, 35.697002]"
4302,とんでん　昭島店,東京都昭島市昭和町３－１１－１２,0,2,飲食店,"[139.366638, 35.706753]"
4303,東日本三菱自動車販売（株）調布店,東京都調布市富士見町２－１２－２,2,0,自動車ディーラー,"[139.541458, 35.656818]"
4304,ブランチ調布,東京都調布市深大寺東町７－４７－１,2,0,大規模小売店舗,"[139.55835, 35.681877]"
4305,ファミリーマート調布インター店,東京都調布市下石原１－７－１,1,0,コンビニエンスストア,"[139.53569, 35.657841]"
4306,日産東京販売新車のひろば三鷹店,東京都調布市深大寺東町８丁目３３－１,1,0,自動車ディーラー,"[139.556992, 35.681599]"
4307,メルセデス・ベンツ調布,東京都調布市国領町２－１２－２,1,0,自動車ディーラー,"[139.558868, 35.651096]"
4308,イトーヨーカドー国領店,東京都調布市国領町８－２－６４,0,111,大規模小売店舗,"[139.565018, 35.64819]"
4309,モビリティ東京　烏山仙川店,東京都調布市緑ヶ丘２－６７－１７,0,1,自動車ディーラー,"[139.589554, 35.666504]"
4310,モビリティ東京　調布八雲台店,東京都調布市八雲台２－９－６,0,1,自動車ディーラー,"[139.559647, 35.652615]"
4311,モビリティ東京　調布飛田給店,東京都調布市飛田給１－３４－１８,0,1,自動車ディーラー,"[139.524033, 35.663403]"
4312,モビリティ東京　調布つつじヶ丘店,東京都調布市西つつじケ丘１－２５－１,0,1,自動車ディーラー,"[139.57045, 35.658276]"
4313,モビリティ東京　調布国領店,東京都調布市国領町１－２６－１,0,1,自動車ディーラー,"[139.554825, 35.652626]"
4314,東日本三菱自動車販売（株）町田店,東京都町田市木曽西５－３１－８,1,0,自動車ディーラー,"[139.421463, 35.570995]"
4315,東日本三菱自動車販売（株）東名町田店,東京都町田市南町田２丁目４－１,1,0,自動車ディーラー,"[139.471939, 35.518982]"
4316,Ｄｒ．Ｄｒｉｖｅセルフ多摩境店,東京都町田市小山ヶ丘３－２－１８,1,0,ガソリンスタンド,"[139.380005, 35.59972]"
4317,モビリティ東京　レクサス町田,東京都町田市鶴間８丁目２－１,1,0,自動車ディーラー,"[139.473526, 35.51128]"
4318,ファミリーマート秀栄町田小川店,東京都町田市小川１２７３,1,0,コンビニエンスストア,"[139.472458, 35.530205]"
4319,ファミリーマート町田多摩境店,東京都町田市小山ヶ丘５－１－４,1,0,コンビニエンスストア,"[139.365402, 35.602707]"
4320,ミニストップ　町田根岸店,東京都町田市根岸町１００１－２６,1,0,コンビニエンスストア,"[139.407974, 35.576462]"
4321,日産東京販売多摩境店,東京都町田市小山町１１８８－７,2,0,自動車ディーラー,"[139.377045, 35.595654]"
4322,日産東京販売本町田店,東京都町田市本町田３３０１－１,1,0,自動車ディーラー,"[139.443237, 35.571281]"
4323,日産東京販売忠生公園店,東京都町田市忠生１丁目１－３,1,0,自動車ディーラー,"[139.421463, 35.571674]"
4324,日産東京販売町田忠生店,東京都町田市忠生１丁目２７－４,1,0,自動車ディーラー,"[139.418488, 35.575214]"
4325,日産東京販売町田鶴川店,東京都町田市能ヶ谷２丁目４－６,1,0,自動車ディーラー,"[139.478439, 35.583435]"
4326,日産東京販売株式会社　町田南店,東京都町田市金森４－２－２２,1,0,自動車ディーラー,"[139.465912, 35.525368]"
4327,コスモ石油セルフステーション成瀬,東京都町田市成瀬８－９－１６,1,0,ガソリンスタンド,"[139.468246, 35.543068]"
4328,ツルハドラッグ町田金井店,東京都町田市金井７－３－２４,2,0,小売店舗,"[139.464294, 35.572502]"
4329,メルセデス・ベンツ東名横浜,東京都町田市鶴間７－２－１,1,0,自動車ディーラー,"[139.476898, 35.50811]"
4330,トヨタＳ＆Ｄ西東京　町田小山店,東京都町田市小山町７７６－４,0,1,自動車ディーラー,"[139.380585, 35.591145]"
4331,トヨタＳ＆Ｄ西東京　町田店,東京都町田市本町田１７００－８３,0,1,自動車ディーラー,"[139.433914, 35.558334]"
4332,トヨタＳ＆Ｄ西東京　町田南店,東京都町田市小川５－９－７,0,1,自動車ディーラー,"[139.46904, 35.523624]"
4333,モビリティ東京　多摩境店,東京都町田市小山ヶ丘２－２－１０,0,1,自動車ディーラー,"[139.377029, 35.60276]"
4334,モビリティ東京　鶴川店,東京都町田市大蔵町７９４－１,0,1,自動車ディーラー,"[139.468262, 35.588032]"
4335,モビリティ東京　町田旭町店,東京都町田市旭町１－１８－１４,0,1,自動車ディーラー,"[139.44136, 35.555222]"
4336,モビリティ東京　南町田店,東京都町田市小川６－２４－１,1,1,自動車ディーラー,"[139.472916, 35.518383]"
4337,モビリティ東京　町田金井店,東京都町田市金井町２５２３－４,0,1,自動車ディーラー,"[139.463638, 35.571949]"
4338,モビリティ東京　町田鶴川店,東京都町田市野津田町１１０４,0,1,自動車ディーラー,"[139.457321, 35.589115]"
4339,モビリティ東京　町田中町店,東京都町田市中町２－１４－１５,0,1,自動車ディーラー,"[139.444, 35.552246]"
4340,トヨタＳ＆Ｄ西東京　鶴川店,東京都町田市金井８－２４－２１,0,1,自動車ディーラー,"[139.469559, 35.579639]"
4341,東日本三菱自動車販売（株）小金井店,東京都小金井市前原町５－８－２８,1,0,自動車ディーラー,"[139.502151, 35.689243]"
4342,日産東京販売小金井店,東京都小金井市貫井北町５－１７－１４,1,0,自動車ディーラー,"[139.489044, 35.702721]"
4343,イトーヨーカドー武蔵小金井店,東京都小金井市本町６丁目１４－９,0,54,大規模小売店舗,"[139.505447, 35.700085]"
4344,トヨタＳ＆Ｄ西東京　小金井店,東京都小金井市梶野町２－５－５,0,1,自動車ディーラー,"[139.530075, 35.70554]"
4345,都営小川町二丁目アパート,東京都小平市小川町２－１２１５,1,0,自治体施設,"[139.47052, 35.728542]"
4346,日産東京販売新小平店,東京都小平市小川町２丁目１３２０,1,0,自動車ディーラー,"[139.474609, 35.728603]"
4347,日産東京販売小平花小金井店,東京都小平市花小金井３－３２－２,1,0,自動車ディーラー,"[139.51712, 35.737335]"
4348,Ａｕｄｉ西東京,東京都小平市大沼町３－１３－９,1,0,自動車ディーラー,"[139.498978, 35.741787]"
4349,ホンダカーズ東京中央　花小金井店,東京都小平市花小金井４－３５－１６,1,0,自動車ディーラー,"[139.512711, 35.738403]"
4350,トヨタＳ＆Ｄ西東京　小平学園店,東京都小平市学園東町２－３－１５,0,1,自動車ディーラー,"[139.487595, 35.723286]"
4351,トヨタＳ＆Ｄ西東京　小平店,東京都小平市大沼町５－４－１０,0,1,自動車ディーラー,"[139.502411, 35.740513]"
4352,モビリティ東京　小平店,東京都小平市花小金井４－３４－６,0,1,自動車ディーラー,"[139.513031, 35.737816]"
4353,セブンイレブン泉塚店,東京都日野市多摩平６－３３－５,1,0,コンビニエンスストア,"[139.384048, 35.668777]"
4354,セブンイレブン日野市日野台２丁目店,東京都日野市日野台２－１１－８,1,0,コンビニエンスストア,"[139.379944, 35.679932]"
4355,日産東京販売百草園駅前店,東京都日野市落川９７５－１,1,0,自動車ディーラー,"[139.429825, 35.658367]"
4356,日産東京販売日野店,東京都日野市万願寺６丁目３５－１,2,0,自動車ディーラー,"[139.41008, 35.669601]"
4357,イオンモール多摩平の森,東京都日野市多摩平２－４－１,2,1,大規模小売店舗,"[139.38092, 35.662437]"
4358,Ｄｒ．Ｄｒｉｖｅセルフ日野店,東京都日野市上田１１４－１,1,0,ガソリンスタンド,"[139.402954, 35.669495]"
4359,メルセデス・ベンツ日野,東京都日野市日野台１－２２－１,1,0,自動車ディーラー,"[139.384567, 35.674141]"
4360,イオンモール多摩平の森,東京都日野市多摩平２－４－１,0,5,大規模小売店舗,"[139.38092, 35.662437]"
4361,イオンモール多摩平の森,東京都日野市多摩平１－４－１,0,4,大規模小売店舗,"[139.379395, 35.661903]"
4362,トヨタＳ＆Ｄ西東京　日野店,東京都日野市多摩平６－２５－７,0,1,自動車ディーラー,"[139.382736, 35.672737]"
4363,トヨタＳ＆Ｄ西東京　豊田店,東京都日野市旭ケ丘６－１１－４,0,1,自動車ディーラー,"[139.362808, 35.660034]"
4364,トヨタＳ＆Ｄ西東京　日野中央店,東京都日野市宮３４８－１,0,1,自動車ディーラー,"[139.403473, 35.67091]"
4365,モビリティ東京　日野万願寺店,東京都日野市万願寺４－１１－１,0,1,自動車ディーラー,"[139.416641, 35.670242]"
4366,モビリティ東京　日野多摩平店,東京都日野市多摩平６－９－６,0,1,自動車ディーラー,"[139.38089, 35.672138]"
4367,とんでん　日野店,東京都日野市日野１５１８,0,2,飲食店,"[139.405807, 35.677761]"
4368,都営東村山本町アパート,東京都東村山市本町４－４,2,0,自治体施設,"[139.470383, 35.752777]"
4369,日産東京販売東村山秋津店,東京都東村山市秋津町２丁目２６－１,1,0,自動車ディーラー,"[139.489578, 35.767551]"
4370,日産東京販売東村山店,東京都東村山市富士見町３丁目２７－１,1,0,自動車ディーラー,"[139.450241, 35.748985]"
4371,モビリティ東京　東村山富士見町店,東京都東村山市富士見町３－３０－２,1,1,自動車ディーラー,"[139.449478, 35.748745]"
4372,トヨタＳ＆Ｄ西東京　東村山店,東京都東村山市秋津町３－７－１,0,1,自動車ディーラー,"[139.477707, 35.773651]"
4373,モビリティ東京　東村山美住町店,東京都東村山市美住町２－２－２,0,1,自動車ディーラー,"[139.464417, 35.753094]"
4374,モビリティ東京　東村山青葉店,東京都東村山市青葉町２－４１－１,0,1,自動車ディーラー,"[139.492203, 35.764637]"
4375,日産東京販売国分寺店,東京都国分寺市西元町３丁目７－１４,1,0,自動車ディーラー,"[139.468887, 35.689964]"
4376,トヨタＳ＆Ｄ西東京　国分寺恋ヶ窪店,東京都国分寺市東恋ケ窪５－１６－４,0,1,自動車ディーラー,"[139.467545, 35.711868]"
4377,トヨタＳ＆Ｄ西東京　国分寺店,東京都国分寺市東元町２－２０－７,0,1,自動車ディーラー,"[139.481689, 35.69693]"
4378,モビリティ東京　立川通り店,東京都国分寺市西町５－１３－７,0,1,自動車ディーラー,"[139.432266, 35.718567]"
4379,国立市役所,東京都国立市富士見台２－４７－１,1,0,自治体施設,"[139.441513, 35.684376]"
4380,フレスポ国立南,東京都国立市泉３丁目２９－１１,2,0,大規模小売店舗,"[139.427094, 35.676777]"
4381,くにたち駐車場,東京都国立市中１－１６－２６,0,1,ＳＡ/ＰＡ,"[139.445145, 35.69709]"
4382,トヨタＳ＆Ｄ西東京　国立店,東京都国立市青柳１－３８－３,0,1,自動車ディーラー,"[139.422363, 35.686268]"
4383,リパーク拝島駅前,東京都福生市熊川１６９５,0,14,その他,"[139.345779, 35.721191]"
4384,トヨタＳ＆Ｄ西東京　福生加美平店,東京都福生市加美平１－１９－４,0,1,自動車ディーラー,"[139.32489, 35.750122]"
4385,トヨタＳ＆Ｄ西東京　武蔵野台店,東京都福生市武蔵野台１－２７－３,0,1,自動車ディーラー,"[139.331345, 35.750736]"
4386,トヨタＳ＆Ｄ西東京　福生店,東京都福生市志茂２１５,0,1,自動車ディーラー,"[139.32782, 35.736889]"
4387,モビリティ東京　福生店,東京都福生市熊川１０７０－３,0,1,自動車ディーラー,"[139.340683, 35.733662]"
4388,東日本三菱自動車販売（株）東大和店,東京都東大和市狭山５－１６２４－２,2,0,自動車ディーラー,"[139.439194, 35.747322]"
4389,トヨタＳ＆Ｄ西東京　レクサス東大和,東京都東大和市立野２丁目１６－３,1,0,自動車ディーラー,"[139.416519, 35.743103]"
4390,日産東京販売東大和店,東京都東大和市立野１－１００４,1,0,自動車ディーラー,"[139.422363, 35.746124]"
4391,サンドラッグ東大和桜が丘店,東京都東大和市桜が丘４－２９１－１,2,0,小売店舗,"[139.414581, 35.738487]"
4392,トヨタＳ＆Ｄ西東京　東大和店,東京都東大和市芋窪６－１０７０－３,0,1,自動車ディーラー,"[139.412628, 35.748127]"
4393,トヨタＳ＆Ｄ西東京　パルスやまと店,東京都東大和市清水６－１１８３－１,0,1,自動車ディーラー,"[139.449265, 35.745785]"
4394,トヨタＳ＆Ｄ西東京　玉川上水店,東京都東大和市桜ヶ丘２－２４９－１,0,1,自動車ディーラー,"[139.417923, 35.737606]"
4395,モビリティ東京　東大和店,東京都東大和市桜が丘２－２５２,0,1,自動車ディーラー,"[139.417923, 35.737606]"
4396,モビリティ東京　清瀬店,東京都清瀬市元町２丁目１番７号,0,1,自動車ディーラー,"[139.518005, 35.776363]"
4397,東日本三菱自動車販売（株）東久留米店,東京都東久留米市前沢５－３２－２２,1,0,自動車ディーラー,"[139.508743, 35.739223]"
4398,日産東京販売久留米店,東京都東久留米市前沢５丁目３１－１０,1,0,自動車ディーラー,"[139.507538, 35.739697]"
4399,メルセデス・ベンツ西東京,東京都東久留米市前沢５丁目３１番５号,1,0,自動車ディーラー,"[139.508331, 35.739494]"
4400,東久留米ショッピングセンター　クルネ,東京都東久留米市野火止１－３－３,0,41,大規模小売店舗,"[139.511948, 35.75898]"
4401,イオンモール東久留米,東京都東久留米市南沢５丁目１７番６２号,0,10,大規模小売店舗,"[139.528061, 35.746162]"
4402,モビリティ東京　東久留米店,東京都東久留米市野火止１－１－２３,0,1,自動車ディーラー,"[139.516525, 35.762177]"
4403,ミニストップ　武蔵村山学園店,東京都武蔵村山市学園３－４０－３,1,0,コンビニエンスストア,"[139.406494, 35.74707]"
4404,セブンイレブン武蔵村山伊奈平４丁目店,東京都武蔵村山市伊奈平４－９,1,0,コンビニエンスストア,"[139.377899, 35.735348]"
4405,日産東京販売新車のひろば村山店,東京都武蔵村山市榎１丁目１－８,2,0,自動車ディーラー,"[139.385162, 35.746552]"
4406,イオンモールむさし村山,東京都武蔵村山市榎１－１－３,1,0,大規模小売店舗,"[139.385162, 35.746552]"
4407,メルセデス・ベンツ武蔵村山,東京都武蔵村山市伊奈平１－３３－３,1,0,自動車ディーラー,"[139.382523, 35.742393]"
4408,イオンモールむさし村山,東京都武蔵村山市榎１－１－３,0,10,大規模小売店舗,"[139.385162, 35.746552]"
4409,イオンモールむさし村山,東京都武蔵村山市榎１－１－３,0,8,大規模小売店舗,"[139.385162, 35.746552]"
4410,トヨタＳ＆Ｄ西東京　武蔵村山店,東京都武蔵村山市榎１－３－２,0,1,自動車ディーラー,"[139.389023, 35.745098]"
4411,モビリティ東京　武蔵村山店,東京都武蔵村山市学園２－２２－２,0,1,自動車ディーラー,"[139.399704, 35.74894]"
4412,東日本三菱自動車販売　多摩ニュータウン店,東京都多摩市唐木田１－１６－１,2,0,自動車ディーラー,"[139.403, 35.613468]"
4413,トヨタＳ＆Ｄ西東京　レクサス多摩,東京都多摩市関戸２－３２－１０,1,0,自動車ディーラー,"[139.453262, 35.649063]"
4414,日産東京販売多摩ニュータウン店,東京都多摩市永山６丁目２２－２,1,0,自動車ディーラー,"[139.443329, 35.612713]"
4415,日産東京販売多摩センター店,東京都多摩市愛宕４丁目１８－１６,1,0,自動車ディーラー,"[139.425964, 35.627453]"
4416,サンドラッグ和田店,東京都多摩市和田２０１１－２,2,0,小売店舗,"[139.426483, 35.640831]"
4417,メルセデス・ベンツ多摩,東京都多摩市永山６ー２２ー４,1,0,自動車ディーラー,"[139.443329, 35.612713]"
4418,トヨタＳ＆Ｄ西東京　桜ケ丘店,東京都多摩市関戸４－８－３,0,1,自動車ディーラー,"[139.451981, 35.648857]"
4419,モビリティ東京　多摩永山店,東京都多摩市永山１－２－１,0,1,自動車ディーラー,"[139.447433, 35.632519]"
4420,モビリティ東京　多摩ニュータウン店,東京都多摩市関戸６－５－２,1,1,自動車ディーラー,"[139.4496, 35.638508]"
4421,日産東京販売稲城店,東京都稲城市東長沼１７０９－８,1,0,自動車ディーラー,"[139.50618, 35.638229]"
4422,フレスポ若葉台,東京都稲城市若葉台２－４－２,1,0,大規模小売店舗,"[139.471176, 35.620407]"
4423,トヨタＳ＆Ｄ西東京　稲城店,東京都稲城市東長沼１７３５－１,0,1,自動車ディーラー,"[139.509216, 35.637405]"
4424,日産東京販売羽村産業通り店,東京都羽村市神明台２－５－３０,1,0,自動車ディーラー,"[139.325714, 35.756897]"
4425,ホンダカーズ東京西　さくらモール羽村店,東京都羽村市栄町３－３－３,1,0,自動車ディーラー,"[139.314072, 35.771904]"
4426,あきる野市役所,東京都あきる野市二宮３５０番地,1,0,自治体施設,"[139.29451, 35.729115]"
4427,ファミリーマートあきる野檜原街道店,東京都あきる野市小中野３７８,1,0,コンビニエンスストア,"[139.214294, 35.727741]"
4428,セブンイレブンあきる野瀬戸岡店,東京都あきる野市瀬戸岡７６９－１,1,0,コンビニエンスストア,"[139.289917, 35.740265]"
4429,日産東京販売あきる野店,東京都あきる野市秋川４丁目１－７,1,0,自動車ディーラー,"[139.287216, 35.731876]"
4430,日産東京販売東京あきる野引田店,東京都あきる野市引田３６１－２,1,0,自動車ディーラー,"[139.267227, 35.726643]"
4431,トヨタＳ＆Ｄ西東京　秋川店,東京都あきる野市秋川６－３－５,0,1,自動車ディーラー,"[139.292587, 35.72887]"
4432,トヨタＳ＆Ｄ西東京　あきる野店,東京都あきる野市下代継１２４－５,0,1,自動車ディーラー,"[139.282272, 35.728184]"
4433,モビリティ東京　秋川店,東京都あきる野市秋川６－７－１,0,1,自動車ディーラー,"[139.289764, 35.729767]"
4434,あきる野東急ストア,東京都あきる野市秋川１－１７－１,0,5,大規模小売店舗,"[139.287292, 35.730888]"
4435,東日本三菱自動車販売（株）ＣＣ田無,東京都西東京市西原町４－１－１０,1,0,自動車ディーラー,"[139.527328, 35.73484]"
4436,フレスポひばりが丘,東京都西東京市谷戸町２－３－７,1,0,大規模小売店舗,"[139.543015, 35.744801]"
4437,Ｄｒ．Ｄｒｉｖｅセルフ西東京店,東京都西東京市中町１丁目３－６,1,0,ガソリンスタンド,"[139.55661, 35.740467]"
4438,モビリティ東京　レクサス西東京,東京都西東京市西原町４－２－２,1,0,自動車ディーラー,"[139.526306, 35.735081]"
4439,日産東京販売田無西原店,東京都西東京市西原町３丁目２－１２,1,0,自動車ディーラー,"[139.529053, 35.734615]"
4440,日産東京販売株式会社　武蔵野店,東京都西東京市新町２－５－８,1,0,自動車ディーラー,"[139.543503, 35.714016]"
4441,コーナン西東京田無店,東京都西東京市西原町４－２－８,2,0,大規模小売店舗,"[139.525177, 35.735355]"
4442,アスタ市営駐車場,東京都西東京市田無町２－１－１,0,1,大規模小売店舗,"[139.539764, 35.728073]"
4443,モビリティ東京　田無芝久保店,東京都西東京市西久保町５－５－３６,0,1,自動車ディーラー,"[139.532684, 35.736359]"
4444,モビリティ東京　田無西原店,東京都西東京市田無町５－６－１６,0,1,自動車ディーラー,"[139.536652, 35.732365]"
4445,モビリティ東京　保谷本町店,東京都西東京市保谷町３－１７－２９,0,1,自動車ディーラー,"[139.552139, 35.731789]"
4446,モビリティ東京　Ｕ－Ｃａｒ西東京店,東京都西東京市田無町７－１９－２９,0,1,自動車ディーラー,"[139.53479, 35.732815]"
4447,ニトリ　田無店,東京都西東京市芝久保町５－４－１４,0,3,大規模小売店舗,"[139.528671, 35.734333]"
4448,都営瑞穂アパート,東京都西多摩郡瑞穂町むさし野１－５,2,0,自治体施設,"[139.338638, 35.761532]"
4449,ジョイフル本田　瑞穂店,東京都西多摩郡瑞穂町殿ケ谷４４２,1,0,大規模小売店舗,"[139.357727, 35.760551]"
4450,瑞穂バイパスＳＳ,東京都西多摩郡瑞穂町富士山栗原新田２５３－１,1,0,ガソリンスタンド,"[139.347336, 35.784878]"
4451,ジョイフル本田　瑞穂,東京都西多摩郡瑞穂町殿ヶ谷４４２,0,20,大規模小売店舗,"[139.357727, 35.760551]"
4452,トヨタＳ＆Ｄ西東京　瑞穂店,東京都西多摩郡瑞穂町殿ヶ谷６６１,0,1,自動車ディーラー,"[139.358704, 35.761086]"
4453,セブンイレブン日の出大久野店,東京都西多摩郡日の出町大久野１１００－１,1,0,コンビニエンスストア,"[139.216736, 35.764088]"
4454,イオンモール日の出,東京都西多摩郡日の出町大字平井字三吉野桜木２３７番地３,1,1,大規模小売店舗,"[139.279709, 35.741478]"
4455,イオンモール日の出,東京都西多摩郡日の出町大字平井字三吉野桜木２３７番地３,0,7,大規模小売店舗,"[139.279709, 35.741478]"
4456,イオンモール日の出,東京都西多摩郡日の出町大字平井字三吉野桜木２３７番地３,0,7,大規模小売店舗,"[139.279709, 35.741478]"
4457,トヨタＳ＆Ｄ西東京　日の出店,東京都西多摩郡日の出町平井１７－４,0,1,自動車ディーラー,"[139.28035, 35.739826]"
4458,檜原村役場駐車場,東京都西多摩郡檜原村上元郷４６７－１,1,0,自治体施設,"[139.151901, 35.730495]"
4459,村営小沢駐車場,東京都西多摩郡檜原村小沢４０２２－１,1,0,自治体施設,"[139.118301, 35.740631]"
9325,港北インターＳＳ,東京都中央区テスト町,1,1,ガソリンスタンド,"[139.772003, 35.670601]"
