,address,pop,hh,lon,lat
953,東京都八王子市元横山町,5153.0,2936.0,139.3370478,35.6598173
954,東京都八王子市田町,288.0,212.0,139.335742,35.665704
955,東京都八王子市新町,1155.0,678.0,139.340789,35.661324
956,東京都八王子市明神町,9758.0,5694.0,139.346231,35.659931
957,東京都八王子市子安町,12498.0,6635.0,139.3367533,35.646911
958,東京都八王子市東町,109.0,76.0,139.3395636,35.6582506
959,東京都八王子市旭町,1125.0,589.0,139.338163,35.6559238
960,東京都八王子市三崎町,449.0,320.0,139.3362314,35.6571325
961,東京都八王子市中町,375.0,300.0,139.336097,35.65838
962,東京都八王子市南町,1213.0,847.0,139.333014,35.65851
963,東京都八王子市寺町,1796.0,1102.0,139.3328879,35.6562912
964,東京都八王子市万町,2632.0,1437.0,139.3336543,35.6528729
965,東京都八王子市上野町,2784.0,1443.0,139.327196,35.655149
966,東京都八王子市天神町,714.0,480.0,139.3301655,35.6573865
967,東京都八王子市南新町,668.0,451.0,139.3300093,35.6588002
968,東京都八王子市小門町,1753.0,970.0,139.324898,35.658809
969,東京都八王子市台町,9788.0,4509.0,139.3139381,35.6615646
970,東京都八王子市中野町,4340.0,2010.0,139.320487,35.680598
971,東京都八王子市暁町,5998.0,2760.0,139.38124366966497,35.62275765
972,東京都八王子市中野山王,5842.0,3203.0,139.3297187,35.6730151
973,東京都八王子市中野上町,8241.0,3944.0,139.3304893,35.6671044
974,東京都八王子市大和田町,16445.0,8193.0,139.3594049,35.6642256
975,東京都八王子市富士見町,1400.0,615.0,139.3484614,35.6685275
976,東京都八王子市緑町,4558.0,2095.0,139.325741,35.647626
977,東京都八王子市清川町,1202.0,528.0,139.3105183,35.671721
978,東京都八王子市東浅川町,12293.0,5737.0,139.2923323,35.6452236
979,東京都八王子市東浅川町,10315.0,4785.0,139.2923323,35.6452236
980,東京都八王子市東浅川町,1978.0,952.0,139.2923323,35.6452236
981,東京都八王子市初沢町,3892.0,1726.0,139.275167,35.629477
982,東京都八王子市高尾町,3059.0,1338.0,139.257899,35.6331192
983,東京都八王子市南浅川町,320.0,110.0,139.249251,35.618761
984,東京都八王子市西浅川町,700.0,282.0,139.2721399,35.6424728
985,東京都八王子市裏高尾町,1245.0,467.0,139.2425172,35.6430671
986,東京都八王子市廿里町,713.0,317.0,139.2748405,35.6468331
987,東京都八王子市下柚木,9215.0,4298.0,139.374757,35.630028
988,東京都八王子市下柚木,2940.0,1316.0,139.374757,35.630028
989,東京都八王子市上柚木,10952.0,4376.0,139.36888,35.623189
990,東京都八王子市上柚木,2695.0,1153.0,139.36888,35.623189
991,東京都八王子市中山,800.0,297.0,139.362132,35.627221
992,東京都八王子市鑓水,9879.0,3467.0,139.349939,35.61891
993,東京都八王子市鑓水,1884.0,671.0,139.349939,35.61891
994,東京都八王子市南大沢,17749.0,7987.0,139.3799374,35.6141445
995,東京都八王子市越野,4386.0,2096.0,139.388327,35.630231
996,東京都八王子市松木,7690.0,3678.0,139.392834,35.6223477
997,東京都八王子市別所,20632.0,8362.0,139.3889975,35.6154822
998,東京都八王子市南陽台,3020.0,1288.0,139.3710423,35.6316813
999,東京都八王子市堀之内,9606.0,4996.0,139.390403,35.634728
1000,東京都八王子市堀之内,4067.0,1405.0,139.390403,35.634728
1001,東京都八王子市東中野,6690.0,4023.0,139.406284,35.637016
1002,東京都八王子市大塚,8939.0,5240.0,139.418706,35.6394837
1003,東京都八王子市大塚,8026.0,4673.0,139.418706,35.6394837
1004,東京都八王子市大塚,913.0,567.0,139.418706,35.6394837
1005,東京都八王子市鹿島,2923.0,1347.0,139.425657,35.633224
1006,東京都八王子市松が谷,5260.0,2445.0,139.4220673,35.6318225
1007,東京都八王子市並木町,3334.0,1585.0,139.3013412,35.6521851
1008,東京都八王子市散田町,13674.0,6806.0,139.3370478,35.6598173
1009,東京都八王子市山田町,2851.0,1280.0,139.315443,35.644213
1010,東京都八王子市めじろ台,7966.0,3556.0,,
1011,東京都八王子市長房町,13347.0,6349.0,139.29532,35.654616
1012,東京都八王子市長房町,12340.0,5935.0,139.29532,35.654616
1013,東京都八王子市長房町,1007.0,414.0,139.29532,35.654616
1014,東京都八王子市狭間町,6048.0,2720.0,139.284069,35.63541
1015,東京都八王子市椚田町,9795.0,4513.0,139.308945,35.636289
1016,東京都八王子市椚田町,7069.0,3422.0,139.308945,35.636289
1017,東京都八王子市椚田町,2726.0,1091.0,139.308945,35.636289
1018,東京都八王子市館町,12039.0,5540.0,139.2958469,35.6330402
1019,東京都八王子市館町,8801.0,4120.0,139.2958469,35.6330402
1020,東京都八王子市館町,3238.0,1420.0,139.2958469,35.6330402
1021,東京都八王子市寺田町,6087.0,2728.0,139.305783,35.624167
1022,東京都八王子市大船町,2118.0,725.0,139.313606,35.622814
1023,東京都八王子市大楽寺町,5106.0,2175.0,139.286864,35.675643
1024,東京都八王子市上壱分方町,3822.0,1365.0,139.284711,35.681592
1025,東京都八王子市諏訪町,4986.0,2262.0,139.292294,35.678929
1026,東京都八王子市四谷町,2633.0,1228.0,139.296971,35.677224
1027,東京都八王子市叶谷町,1945.0,712.0,139.303222,35.670881
1028,東京都八王子市泉町,3043.0,1384.0,139.3020664,35.6742068
1029,東京都八王子市横川町,10646.0,4724.0,139.302223,35.665159
1030,東京都八王子市横川町,9841.0,4359.0,139.302223,35.665159
1031,東京都八王子市横川町,805.0,365.0,139.302223,35.665159
1032,東京都八王子市弐分方町,4406.0,1810.0,139.284393,35.673971
1033,東京都八王子市川町,2221.0,932.0,139.270566,35.6683649
1034,東京都八王子市元八王子町,11387.0,4569.0,,
